Area_Name,Year,Cases_Property_Stolen
Chhattisgarh,2004,10548
Dadra & Nagar Haveli,2004,112
Daman & Diu,2004,72
Delhi,2004,24902
Goa,2004,846
Gujarat,2004,28241
Haryana,2004,10821
Himachal Pradesh,2004,1541
Jammu & Kashmir,2004,3621
Jharkhand,2004,7668
Karnataka,2004,24265
Kerala,2004,10598
Lakshadweep,2004,7
Madhya Pradesh,2004,37646
Maharashtra,2004,65025
Manipur,2004,392
Meghalaya,2004,711
Mizoram,2004,876
Nagaland,2004,281
Odisha,2004,10415
Puducherry,2004,730
Punjab,2004,5355
Rajasthan,2004,24551
Sikkim,2004,168
Tamil Nadu,2004,22489
Tripura,2004,577
Uttar Pradesh,2004,26487
Uttarakhand,2004,2181
West Bengal,2004,17679
Andaman & Nicobar Islands,2005,172
Andhra Pradesh,2005,32858
Arunachal Pradesh,2005,949
Assam,2005,10589
Bihar,2005,20015
Chandigarh,2005,1796
Chhattisgarh,2005,10154
Dadra & Nagar Haveli,2005,126
Daman & Diu,2005,100
Delhi,2005,24493
Goa,2005,854
Gujarat,2005,26642
Haryana,2005,13584
Himachal Pradesh,2005,1551
Jammu & Kashmir,2005,3544
Jharkhand,2005,8814
Karnataka,2005,25185
Kerala,2005,10952
Lakshadweep,2005,9
Madhya Pradesh,2005,34691
Maharashtra,2005,70162
Manipur,2005,389
Meghalaya,2005,747
Mizoram,2005,1270
Nagaland,2005,492
Odisha,2005,11276
Puducherry,2005,549
Punjab,2005,5700
Rajasthan,2005,19690
Sikkim,2005,166
Tamil Nadu,2005,20352
Tripura,2005,640
Uttar Pradesh,2005,23644
Uttarakhand,2005,2186
West Bengal,2005,15448
Andaman & Nicobar Islands,2006,191
Andhra Pradesh,2006,32815
Arunachal Pradesh,2006,871
Assam,2006,12583
Bihar,2006,20326
Chandigarh,2006,1648
Chhattisgarh,2006,9688
Dadra & Nagar Haveli,2006,152
Daman & Diu,2006,144
Delhi,2006,24041
Goa,2006,801
Gujarat,2006,27217
Haryana,2006,16375
Himachal Pradesh,2006,1752
Jammu & Kashmir,2006,3531
Jharkhand,2006,9625
Karnataka,2006,23164
Kerala,2006,10564
Lakshadweep,2006,19
Madhya Pradesh,2006,35604
Maharashtra,2006,70004
Manipur,2006,538
Meghalaya,2006,758
Mizoram,2006,1203
Nagaland,2006,511
Odisha,2006,11465
Puducherry,2006,657
Punjab,2006,7388
Rajasthan,2006,22623
Sikkim,2006,216
Tamil Nadu,2006,17787
Tripura,2006,898
Uttar Pradesh,2006,23845
Uttarakhand,2006,1922
West Bengal,2006,15721
Andaman & Nicobar Islands,2007,223
Andhra Pradesh,2007,32739
Arunachal Pradesh,2007,896
Assam,2007,17809
Bihar,2007,19494
Chandigarh,2007,2201
Chhattisgarh,2007,9837
Dadra & Nagar Haveli,2007,146
Daman & Diu,2007,105
Delhi,2007,23713
Goa,2007,845
Gujarat,2007,26069
Haryana,2007,17536
Himachal Pradesh,2007,2114
Jammu & Kashmir,2007,3808
Jharkhand,2007,10245
Karnataka,2007,22130
Kerala,2007,12938
Madhya Pradesh,2007,36934
Maharashtra,2007,71909
Manipur,2007,893
Meghalaya,2007,862
Mizoram,2007,1281
Nagaland,2007,576
Odisha,2007,12945
Puducherry,2007,891
Punjab,2007,9213
Rajasthan,2007,25019
Sikkim,2007,214
Tamil Nadu,2007,17875
Tripura,2007,744
Uttar Pradesh,2007,26858
Uttarakhand,2007,2185
West Bengal,2007,17277
Andaman & Nicobar Islands,2008,232
Andhra Pradesh,2008,34242
Arunachal Pradesh,2008,871
Assam,2008,13896
Bihar,2008,21324
Chandigarh,2008,2529
Chhattisgarh,2008,11111
Dadra & Nagar Haveli,2008,138
Daman & Diu,2008,107
Delhi,2008,24583
Goa,2008,1021
Gujarat,2008,28840
Haryana,2008,19382
Himachal Pradesh,2008,2214
Jammu & Kashmir,2008,3694
Jharkhand,2008,10132
Karnataka,2008,26727
Kerala,2008,12318
Lakshadweep,2008,11
Madhya Pradesh,2008,39064
Maharashtra,2008,78569
Manipur,2008,910
Meghalaya,2008,1238
Mizoram,2008,1154
Nagaland,2008,563
Odisha,2008,12182
Puducherry,2008,813
Punjab,2008,9642
Rajasthan,2008,24813
Sikkim,2008,222
Tamil Nadu,2008,19918
Tripura,2008,902
Uttar Pradesh,2008,29291
Uttarakhand,2008,2033
West Bengal,2008,21809
Andaman & Nicobar Islands,2009,238
Andhra Pradesh,2009,33162
Arunachal Pradesh,2009,715
Assam,2009,13289
Bihar,2009,23314
Chandigarh,2009,2275
Chhattisgarh,2009,10776
Dadra & Nagar Haveli,2009,154
Daman & Diu,2009,84
Delhi,2009,26693
Goa,2009,1242
Gujarat,2009,27407
Haryana,2009,19595
Himachal Pradesh,2009,1804
Jammu & Kashmir,2009,4341
Jharkhand,2009,10989
Karnataka,2009,30575
Kerala,2009,11943
Lakshadweep,2009,58
Madhya Pradesh,2009,37513
Maharashtra,2009,77240
Manipur,2009,698
Meghalaya,2009,895
Mizoram,2009,1213
Nagaland,2009,770
Odisha,2009,12250
Puducherry,2009,807
Punjab,2009,9626
Rajasthan,2009,18178
Sikkim,2009,163
Tamil Nadu,2009,21489
Tripura,2009,826
Uttar Pradesh,2009,32243
Uttarakhand,2009,1791
West Bengal,2009,21586
Andaman & Nicobar Islands,2010,219
Andhra Pradesh,2010,36407
Arunachal Pradesh,2010,831
Assam,2010,13694
Bihar,2010,22727
Chandigarh,2010,2055
Chhattisgarh,2010,10569
Dadra & Nagar Haveli,2010,123
Daman & Diu,2010,85
Delhi,2010,28118
Goa,2010,1483
Gujarat,2010,23839
Haryana,2010,23549
Himachal Pradesh,2010,1709
Jammu & Kashmir,2010,3978
Jharkhand,2010,10318
Karnataka,2010,29717
Kerala,2010,9982
Lakshadweep,2010,7
Madhya Pradesh,2010,34358
Maharashtra,2010,80663
Manipur,2010,665
Meghalaya,2010,952
Mizoram,2010,1371
Nagaland,2010,785
Odisha,2010,12691
Puducherry,2010,625
Punjab,2010,9873
Rajasthan,2010,28152
Sikkim,2010,134
Tamil Nadu,2010,21509
Tripura,2010,879
Uttar Pradesh,2010,35068
Uttarakhand,2010,2234
West Bengal,2010,23759
