Area_Name,Year,Total_Cases_for_Trial,
Andhra Pradesh,2009,25425,
Arunachal Pradesh,2009,87,
Assam,2009,7164,
Bihar,2009,6807,
Chandigarh,2009,311,
Chhattisgarh,2009,4994,
Dadra & Nagar Haveli,2009,18,
Daman & Diu,2009,16,
Delhi,2009,2908,
Goa,2009,66,
Gujarat,2009,37694,
Haryana,2009,7270,
Himachal Pradesh,2009,1438,
Jammu & Kashmir,2009,484,
Jharkhand,2009,1823,
Karnataka,2009,7837,
Kerala,2009,17173,
Lakshadweep,2009,3,
Madhya Pradesh,2009,15074,
Maharashtra,2009,56153,
Manipur,2009,4,
Meghalaya,2009,23,
Mizoram,2009,10,
Nagaland,2009,3,
Odisha,2009,7347,
Puducherry,2009,48,
Punjab,2009,3835,
Rajasthan,2009,24524,
Sikkim,2009,16,
Tamil Nadu,2009,4918,
Tripura,2009,2164,
Uttar Pradesh,2009,19763,
Uttarakhand,2009,1146,
West Bengal,2009,66748,
Andaman & Nicobar Islands,2010,67,
Andhra Pradesh,2010,28779,
Arunachal Pradesh,2010,89,
Assam,2010,8725,
Bihar,2010,6821,
Chandigarh,2010,314,
Chhattisgarh,2010,5318,
Dadra & Nagar Haveli,2010,19,
Daman & Diu,2010,14,
Delhi,2010,3450,
Goa,2010,63,
Gujarat,2010,39915,
Haryana,2010,7813,
Himachal Pradesh,2010,1455,
Jammu & Kashmir,2010,571,
Jharkhand,2010,1638,
Karnataka,2010,9002,
Kerala,2010,18967,
Lakshadweep,2010,2,
Madhya Pradesh,2010,15340,
Maharashtra,2010,58802,
Manipur,2010,4,
Meghalaya,2010,30,
Mizoram,2010,3,
Nagaland,2010,2,
Odisha,2010,8727,
Puducherry,2010,40,
Punjab,2010,3936,
Rajasthan,2010,27290,
Sikkim,2010,12,
Tamil Nadu,2010,4940,
Tripura,2010,2586,
Uttar Pradesh,2010,20233,
Uttarakhand,2010,1252,
West Bengal,2010,81124,
Andaman & Nicobar Islands,2001,0,
Andhra Pradesh,2001,2,
Arunachal Pradesh,2001,0,
Assam,2001,0,
Bihar,2001,66,
Chandigarh,2001,0,
Chhattisgarh,2001,0,
Dadra & Nagar Haveli,2001,0,
Daman & Diu,2001,0,
Delhi,2001,0,
Goa,2001,0,
Gujarat,2001,0,
Haryana,2001,0,
Himachal Pradesh,2001,0,
Jammu & Kashmir,2001,0,
Jharkhand,2001,12,
Karnataka,2001,0,
Kerala,2001,0,
Lakshadweep,2001,0,
Madhya Pradesh,2001,0,
Maharashtra,2001,1,
Manipur,2001,0,
Meghalaya,2001,0,
Mizoram,2001,0,
Nagaland,2001,0,
Odisha,2001,2,
Puducherry,2001,0,
Punjab,2001,0,
Rajasthan,2001,1,
Sikkim,2001,0,
Tamil Nadu,2001,13,
Tripura,2001,0,
Uttar Pradesh,2001,0,
Uttarakhand,2001,9,
West Bengal,2001,3,
Andaman & Nicobar Islands,2002,0,
Andhra Pradesh,2002,3,
Arunachal Pradesh,2002,0,
Assam,2002,0,
Bihar,2002,90,
Chandigarh,2002,0,
Chhattisgarh,2002,0,
Dadra & Nagar Haveli,2002,0,
Daman & Diu,2002,0,
Delhi,2002,0,
Goa,2002,0,
Gujarat,2002,0,
Haryana,2002,0,
Himachal Pradesh,2002,0,
Jammu & Kashmir,2002,0,
Jharkhand,2002,38,
Karnataka,2002,0,
Kerala,2002,0,
Lakshadweep,2002,0,
Madhya Pradesh,2002,0,
Maharashtra,2002,1,
Manipur,2002,0,
Meghalaya,2002,0,
Mizoram,2002,0,
Nagaland,2002,0,
Odisha,2002,2,
Puducherry,2002,0,
Punjab,2002,0,
Rajasthan,2002,1,
Sikkim,2002,0,
Tamil Nadu,2002,4,
Tripura,2002,0,
Uttar Pradesh,2002,0,
Uttarakhand,2002,1,
West Bengal,2002,4,
Andaman & Nicobar Islands,2003,0,
Andhra Pradesh,2003,8,
Arunachal Pradesh,2003,0,
Assam,2003,0,
Bihar,2003,123,
Chandigarh,2003,0,
Chhattisgarh,2003,0,
Dadra & Nagar Haveli,2003,0,
Daman & Diu,2003,0,
Delhi,2003,0,
Goa,2003,0,
Gujarat,2003,0,
Haryana,2003,0,
Himachal Pradesh,2003,0,
Jammu & Kashmir,2003,0,
Jharkhand,2003,8,
Karnataka,2003,0,
Kerala,2003,0,
Lakshadweep,2003,0,
Madhya Pradesh,2003,0,
Maharashtra,2003,0,
Manipur,2003,0,
Meghalaya,2003,0,
Mizoram,2003,0,
Nagaland,2003,0,
Odisha,2003,2,
Puducherry,2003,0,
Punjab,2003,0,
Rajasthan,2003,1,
Sikkim,2003,0,
Tamil Nadu,2003,0,
Tripura,2003,0,
Uttar Pradesh,2003,0,
Uttarakhand,2003,0,
West Bengal,2003,4,
Andaman & Nicobar Islands,2004,0,
Andhra Pradesh,2004,7,
Arunachal Pradesh,2004,0,
Assam,2004,0,
Bihar,2004,150,
Chandigarh,2004,0,
Chhattisgarh,2004,0,
Dadra & Nagar Haveli,2004,0,
Daman & Diu,2004,0,
Delhi,2004,0,
Goa,2004,0,
Gujarat,2004,0,
Haryana,2004,0,
Himachal Pradesh,2004,0,
Jammu & Kashmir,2004,0,
Jharkhand,2004,8,
Karnataka,2004,0,
Kerala,2004,0,
Lakshadweep,2004,0,
Madhya Pradesh,2004,0,
Maharashtra,2004,0,
Manipur,2004,0,
Meghalaya,2004,0,
Mizoram,2004,0,
Nagaland,2004,1,
Odisha,2004,2,
Puducherry,2004,0,
Punjab,2004,0,
Rajasthan,2004,2,
Sikkim,2004,0,
Tamil Nadu,2004,0,
Tripura,2004,0,
Uttar Pradesh,2004,2,
Uttarakhand,2004,0,
West Bengal,2004,5,
Andaman & Nicobar Islands,2005,0,
Andhra Pradesh,2005,4,
Arunachal Pradesh,2005,0,
Assam,2005,3,
Bihar,2005,186,
Chandigarh,2005,0,
Chhattisgarh,2005,0,
Dadra & Nagar Haveli,2005,0,
Daman & Diu,2005,0,
Delhi,2005,0,
Goa,2005,0,
Gujarat,2005,0,
Haryana,2005,0,
Himachal Pradesh,2005,0,
Jammu & Kashmir,2005,0,
Jharkhand,2005,9,
Karnataka,2005,0,
Kerala,2005,0,
Lakshadweep,2005,0,
Madhya Pradesh,2005,3,
Maharashtra,2005,0,
Manipur,2005,0,
Meghalaya,2005,0,
Mizoram,2005,0,
Nagaland,2005,0,
Odisha,2005,0,
Puducherry,2005,0,
Punjab,2005,0,
Rajasthan,2005,1,
Sikkim,2005,0,
Tamil Nadu,2005,0,
Tripura,2005,0,
Uttar Pradesh,2005,2,
Uttarakhand,2005,0,
West Bengal,2005,6,
Andaman & Nicobar Islands,2006,0,
Andhra Pradesh,2006,3,
Arunachal Pradesh,2006,0,
Assam,2006,3,
Bihar,2006,205,
Chandigarh,2006,0,
Chhattisgarh,2006,1,
Dadra & Nagar Haveli,2006,0,
Daman & Diu,2006,0,
Delhi,2006,0,
Goa,2006,0,
Gujarat,2006,0,
Haryana,2006,0,
Himachal Pradesh,2006,0,
Jammu & Kashmir,2006,0,
Jharkhand,2006,8,
Karnataka,2006,0,
Kerala,2006,0,
Lakshadweep,2006,0,
Madhya Pradesh,2006,3,
Maharashtra,2006,1,
Manipur,2006,0,
Meghalaya,2006,0,
Mizoram,2006,0,
Nagaland,2006,0,
Odisha,2006,0,
Puducherry,2006,0,
Punjab,2006,0,
Rajasthan,2006,3,
Sikkim,2006,0,
Tamil Nadu,2006,0,
Tripura,2006,0,
Uttar Pradesh,2006,0,
Uttarakhand,2006,0,
West Bengal,2006,16,
Andaman & Nicobar Islands,2007,0,
Andhra Pradesh,2007,1,
Arunachal Pradesh,2007,0,
Assam,2007,3,
Bihar,2007,234,
Chandigarh,2007,0,
Chhattisgarh,2007,1,
Dadra & Nagar Haveli,2007,0,
Daman & Diu,2007,0,
Delhi,2007,0,
Goa,2007,0,
Gujarat,2007,0,
Haryana,2007,0,
Himachal Pradesh,2007,0,
Jammu & Kashmir,2007,0,
Jharkhand,2007,8,
Karnataka,2007,0,
Kerala,2007,0,
Lakshadweep,2007,0,
Madhya Pradesh,2007,2,
Maharashtra,2007,1,
Manipur,2007,0,
Meghalaya,2007,0,
Mizoram,2007,0,
Nagaland,2007,0,
Odisha,2007,12,
Puducherry,2007,0,
Punjab,2007,0,
Rajasthan,2007,2,
Sikkim,2007,0,
Tamil Nadu,2007,0,
Tripura,2007,0,
Uttar Pradesh,2007,0,
Uttarakhand,2007,0,
West Bengal,2007,31,
Andaman & Nicobar Islands,2008,0,
Andhra Pradesh,2008,1,
Arunachal Pradesh,2008,0,
Assam,2008,3,
Bihar,2008,237,
Chandigarh,2008,0,
Chhattisgarh,2008,0,
Dadra & Nagar Haveli,2008,0,
Daman & Diu,2008,0,
Delhi,2008,0,
Goa,2008,0,
Gujarat,2008,0,
Haryana,2008,0,
Himachal Pradesh,2008,0,
Jammu & Kashmir,2008,0,
Jharkhand,2008,32,
Karnataka,2008,0,
Kerala,2008,0,
Lakshadweep,2008,0,
Madhya Pradesh,2008,2,
Maharashtra,2008,0,
Manipur,2008,0,
Meghalaya,2008,0,
Mizoram,2008,0,
Nagaland,2008,0,
Odisha,2008,12,
Puducherry,2008,0,
Punjab,2008,0,
Rajasthan,2008,2,
Sikkim,2008,0,
Tamil Nadu,2008,0,
Tripura,2008,0,
Uttar Pradesh,2008,0,
Uttarakhand,2008,0,
West Bengal,2008,32,
Andaman & Nicobar Islands,2009,0,
Andhra Pradesh,2009,1,
Arunachal Pradesh,2009,0,
Assam,2009,2,
Bihar,2009,233,
Chandigarh,2009,0,
Chhattisgarh,2009,0,
Dadra & Nagar Haveli,2009,0,
Daman & Diu,2009,0,
Delhi,2009,0,
Goa,2009,0,
Gujarat,2009,0,
Haryana,2009,0,
Himachal Pradesh,2009,0,
Jammu & Kashmir,2009,0,
Jharkhand,2009,14,
Karnataka,2009,0,
Kerala,2009,0,
Lakshadweep,2009,0,
Madhya Pradesh,2009,3,
Maharashtra,2009,0,
Manipur,2009,0,
Meghalaya,2009,1,
Mizoram,2009,0,
Nagaland,2009,0,
Odisha,2009,12,
Puducherry,2009,0,
Punjab,2009,0,
Rajasthan,2009,1,
Sikkim,2009,0,
Tamil Nadu,2009,0,
Tripura,2009,0,
Uttar Pradesh,2009,0,
Uttarakhand,2009,0,
West Bengal,2009,29,
Andaman & Nicobar Islands,2010,0,
Andhra Pradesh,2010,1,
Arunachal Pradesh,2010,0,
Assam,2010,2,
Bihar,2010,236,
Chandigarh,2010,0,
Chhattisgarh,2010,2,
Dadra & Nagar Haveli,2010,0,
Daman & Diu,2010,0,
Delhi,2010,0,
Goa,2010,0,
Gujarat,2010,0,
Haryana,2010,0,
Himachal Pradesh,2010,0,
Jammu & Kashmir,2010,0,
Jharkhand,2010,13,
Karnataka,2010,0,
Kerala,2010,0,
Lakshadweep,2010,0,
Madhya Pradesh,2010,8,
Maharashtra,2010,0,
Manipur,2010,0,
Meghalaya,2010,1,
Mizoram,2010,0,
Nagaland,2010,0,
Odisha,2010,14,
Puducherry,2010,0,
Punjab,2010,0,
Rajasthan,2010,1,
Sikkim,2010,0,
Tamil Nadu,2010,0,
Tripura,2010,0,
Uttar Pradesh,2010,0,
Uttarakhand,2010,0,
West Bengal,2010,26,
Andaman & Nicobar Islands,2001,0,5
Andhra Pradesh,2001,0,1739
Arunachal Pradesh,2001,0,1
Assam,2001,0,24
Bihar,2001,0,82
Chandigarh,2001,0,22
Chhattisgarh,2001,0,25
Dadra & Nagar Haveli,2001,0,0
Daman & Diu,2001,0,3
Delhi,2001,0,712
Goa,2001,0,90
Gujarat,2001,0,186
Haryana,2001,0,51
Himachal Pradesh,2001,0,2
Jammu & Kashmir,2001,0,10
Jharkhand,2001,0,11
Karnataka,2001,0,2067
Kerala,2001,0,361
Lakshadweep,2001,0,0
Madhya Pradesh,2001,0,84
Maharashtra,2001,0,2160
Manipur,2001,0,7
Meghalaya,2001,0,2
Mizoram,2001,0,4
Nagaland,2001,0,2
Odisha,2001,0,81
Puducherry,2001,0,48
Punjab,2001,0,47
Rajasthan,2001,0,373
Sikkim,2001,0,0
Tamil Nadu,2001,0,5539
Tripura,2001,0,0
Uttar Pradesh,2001,0,147
Uttarakhand,2001,0,3
West Bengal,2001,0,112
Andaman & Nicobar Islands,2002,0,5
Andhra Pradesh,2002,0,1260
Arunachal Pradesh,2002,0,1
Assam,2002,0,27
Bihar,2002,0,88
Chandigarh,2002,0,26
Chhattisgarh,2002,0,31
Dadra & Nagar Haveli,2002,0,0
Daman & Diu,2002,0,6
Delhi,2002,0,729
Goa,2002,0,49
Gujarat,2002,0,231
Haryana,2002,0,73
Himachal Pradesh,2002,0,4
Jammu & Kashmir,2002,0,13
Jharkhand,2002,0,15
Karnataka,2002,0,2055
Kerala,2002,0,402
Lakshadweep,2002,0,0
Madhya Pradesh,2002,0,67
Maharashtra,2002,0,2222
Manipur,2002,0,6
Meghalaya,2002,0,2
Mizoram,2002,0,0
Nagaland,2002,0,3
Odisha,2002,0,86
Puducherry,2002,0,32
Punjab,2002,0,76
Rajasthan,2002,0,379
Sikkim,2002,0,0
Tamil Nadu,2002,9,3967
Tripura,2002,0,0
Uttar Pradesh,2002,0,148
Uttarakhand,2002,0,0
West Bengal,2002,0,128
Andaman & Nicobar Islands,2003,0,5
Andhra Pradesh,2003,0,829
Arunachal Pradesh,2003,0,1
Assam,2003,0,32
Bihar,2003,0,81
Chandigarh,2003,0,28
Chhattisgarh,2003,0,33
Dadra & Nagar Haveli,2003,0,2
Daman & Diu,2003,0,0
Delhi,2003,0,720
Goa,2003,0,39
Gujarat,2003,0,307
Haryana,2003,0,125
Himachal Pradesh,2003,0,9
Jammu & Kashmir,2003,0,14
Jharkhand,2003,0,21
Karnataka,2003,0,2062
Kerala,2003,0,488
Lakshadweep,2003,0,0
Madhya Pradesh,2003,0,91
Maharashtra,2003,0,2319
Manipur,2003,0,0
Meghalaya,2003,0,1
Mizoram,2003,0,0
Nagaland,2003,0,3
Odisha,2003,0,88
Puducherry,2003,0,16
Punjab,2003,0,113
Rajasthan,2003,0,389
Sikkim,2003,0,0
Tamil Nadu,2003,0,3086
Tripura,2003,0,0
Uttar Pradesh,2003,0,166
Uttarakhand,2003,0,0
West Bengal,2003,0,230
Andaman & Nicobar Islands,2004,0,5
Andhra Pradesh,2004,0,942
Arunachal Pradesh,2004,0,1
Assam,2004,0,38
Bihar,2004,0,87
Chandigarh,2004,0,39
Chhattisgarh,2004,0,37
Dadra & Nagar Haveli,2004,0,0
Daman & Diu,2004,0,4
Delhi,2004,0,748
Goa,2004,0,41
Gujarat,2004,0,333
Haryana,2004,0,182
Himachal Pradesh,2004,0,11
Jammu & Kashmir,2004,0,18
Jharkhand,2004,0,24
Karnataka,2004,0,1953
Kerala,2004,0,544
Lakshadweep,2004,0,0
Madhya Pradesh,2004,0,99
Maharashtra,2004,0,2421
Manipur,2004,0,0
Meghalaya,2004,0,1
Mizoram,2004,0,3
Nagaland,2004,0,7
Odisha,2004,0,88
Puducherry,2004,0,8
Punjab,2004,0,129
Rajasthan,2004,0,430
Sikkim,2004,0,0
Tamil Nadu,2004,0,3547
Tripura,2004,0,0
Uttar Pradesh,2004,0,162
Uttarakhand,2004,0,4
West Bengal,2004,0,222
Andaman & Nicobar Islands,2005,0,5
Andhra Pradesh,2005,0,1299
Arunachal Pradesh,2005,0,1
Assam,2005,0,45
Bihar,2005,0,96
Chandigarh,2005,0,39
Chhattisgarh,2005,0,43
Dadra & Nagar Haveli,2005,0,2
Daman & Diu,2005,0,5
Delhi,2005,0,586
Goa,2005,0,56
Gujarat,2005,0,386
Haryana,2005,0,223
Himachal Pradesh,2005,0,14
Jammu & Kashmir,2005,0,18
Jharkhand,2005,0,29
Karnataka,2005,0,2023
Kerala,2005,0,643
Lakshadweep,2005,0,0
Madhya Pradesh,2005,0,106
Maharashtra,2005,0,2558
Manipur,2005,0,0
Meghalaya,2005,0,1
Mizoram,2005,0,2
Nagaland,2005,2,5
Odisha,2005,0,92
Puducherry,2005,0,7
Punjab,2005,0,149
Rajasthan,2005,0,479
Sikkim,2005,0,0
Tamil Nadu,2005,0,3581
Tripura,2005,0,0
Uttar Pradesh,2005,0,156
Uttarakhand,2005,0,6
West Bengal,2005,0,258
Andaman & Nicobar Islands,2006,0,5
Andhra Pradesh,2006,0,1390
Arunachal Pradesh,2006,0,1
Assam,2006,0,57
Bihar,2006,0,98
Chandigarh,2006,0,45
Chhattisgarh,2006,0,46
Dadra & Nagar Haveli,2006,0,2
Daman & Diu,2006,0,6
Delhi,2006,0,589
Goa,2006,0,44
Gujarat,2006,0,450
Haryana,2006,0,281
Himachal Pradesh,2006,0,15
Jammu & Kashmir,2006,0,22
Jharkhand,2006,0,35
Karnataka,2006,1,1666
Kerala,2006,0,696
Lakshadweep,2006,0,0
Madhya Pradesh,2006,0,109
Maharashtra,2006,0,2679
Manipur,2006,0,0
Meghalaya,2006,0,1
Mizoram,2006,0,1
Nagaland,2006,0,11
Odisha,2006,0,114
Puducherry,2006,0,8
Punjab,2006,0,168
Rajasthan,2006,0,559
Sikkim,2006,0,1
Tamil Nadu,2006,0,2273
Tripura,2006,0,0
Uttar Pradesh,2006,0,178
Uttarakhand,2006,0,5
West Bengal,2006,0,245
Andaman & Nicobar Islands,2007,0,5
Andhra Pradesh,2007,0,1557
Arunachal Pradesh,2007,0,1
Assam,2007,0,51
Bihar,2007,0,112
Chandigarh,2007,0,50
Chhattisgarh,2007,0,45
Dadra & Nagar Haveli,2007,0,2
Daman & Diu,2007,0,6
Delhi,2007,0,536
Goa,2007,0,24
Gujarat,2007,0,491
Haryana,2007,0,346
Himachal Pradesh,2007,0,14
Jammu & Kashmir,2007,0,24
Jharkhand,2007,0,44
Karnataka,2007,0,1727
Kerala,2007,0,803
Lakshadweep,2007,0,0
Madhya Pradesh,2007,0,112
Maharashtra,2007,0,2890
Manipur,2007,0,0
Meghalaya,2007,0,1
Mizoram,2007,0,0
Nagaland,2007,0,7
Odisha,2007,0,136
Puducherry,2007,0,10
Punjab,2007,0,191
Rajasthan,2007,0,586
Sikkim,2007,0,2
Tamil Nadu,2007,0,1596
Tripura,2007,0,0
Uttar Pradesh,2007,0,194
Uttarakhand,2007,0,12
West Bengal,2007,0,214
Andaman & Nicobar Islands,2008,0,6
Andhra Pradesh,2008,0,1486
Arunachal Pradesh,2008,0,1
Assam,2008,0,66
Bihar,2008,0,126
Chandigarh,2008,0,49
Chhattisgarh,2008,0,43
Dadra & Nagar Haveli,2008,0,6
Daman & Diu,2008,0,10
Delhi,2008,0,458
Goa,2008,0,33
Gujarat,2008,0,532
Haryana,2008,0,400
Himachal Pradesh,2008,0,13
Jammu & Kashmir,2008,0,27
Jharkhand,2008,0,44
Karnataka,2008,0,1700
Kerala,2008,0,914
Lakshadweep,2008,0,0
Madhya Pradesh,2008,0,101
Maharashtra,2008,0,3117
Manipur,2008,0,0
Meghalaya,2008,0,2
Mizoram,2008,0,1
Nagaland,2008,0,3
Odisha,2008,0,153
Puducherry,2008,0,7
Punjab,2008,0,196
Rajasthan,2008,0,628
Sikkim,2008,0,2
Tamil Nadu,2008,0,1388
Tripura,2008,0,0
Uttar Pradesh,2008,0,206
Uttarakhand,2008,0,14
West Bengal,2008,0,184
Andaman & Nicobar Islands,2009,0,6
Andhra Pradesh,2009,0,1499
Arunachal Pradesh,2009,0,1
Assam,2009,0,66
Bihar,2009,0,121
Chandigarh,2009,0,48
Chhattisgarh,2009,0,49
Dadra & Nagar Haveli,2009,0,7
Daman & Diu,2009,0,11
Delhi,2009,0,445
Goa,2009,0,38
Gujarat,2009,0,549
Haryana,2009,0,448
Himachal Pradesh,2009,0,16
Jammu & Kashmir,2009,0,31
Jharkhand,2009,0,40
Karnataka,2009,0,1584
Kerala,2009,0,991
Lakshadweep,2009,0,0
Madhya Pradesh,2009,0,109
Maharashtra,2009,0,3211
Manipur,2009,0,0
Meghalaya,2009,0,2
Mizoram,2009,0,1
Nagaland,2009,0,7
Odisha,2009,0,140
Puducherry,2009,0,15
Punjab,2009,0,205
Rajasthan,2009,0,556
Sikkim,2009,0,3
Tamil Nadu,2009,0,1233
Tripura,2009,0,0
Uttar Pradesh,2009,0,197
Uttarakhand,2009,0,16
West Bengal,2009,0,171
Andaman & Nicobar Islands,2010,0,6
Andhra Pradesh,2010,0,1466
Arunachal Pradesh,2010,0,1
Assam,2010,0,73
Bihar,2010,0,139
Chandigarh,2010,0,44
Chhattisgarh,2010,0,50
Dadra & Nagar Haveli,2010,0,8
Daman & Diu,2010,0,15
Delhi,2010,0,441
Goa,2010,0,40
Gujarat,2010,0,585
Haryana,2010,0,452
Himachal Pradesh,2010,0,16
Jammu & Kashmir,2010,0,31
Jharkhand,2010,0,21
Karnataka,2010,0,1571
Kerala,2010,0,1060
Lakshadweep,2010,0,0
Madhya Pradesh,2010,0,121
Maharashtra,2010,0,3241
Manipur,2010,0,0
Meghalaya,2010,0,3
Mizoram,2010,0,1
Nagaland,2010,0,5
Odisha,2010,0,138
Puducherry,2010,0,21
Punjab,2010,0,204
Rajasthan,2010,0,601
Sikkim,2010,0,4
Tamil Nadu,2010,0,1173
Tripura,2010,0,1
Uttar Pradesh,2010,0,182
Uttarakhand,2010,0,16
West Bengal,2010,0,202
Andaman & Nicobar Islands,2001,0,0
Andhra Pradesh,2001,0,2
Arunachal Pradesh,2001,0,0
Assam,2001,0,0
Bihar,2001,0,66
Chandigarh,2001,0,0
Chhattisgarh,2001,0,0
Dadra & Nagar Haveli,2001,0,0
Daman & Diu,2001,0,0
Delhi,2001,0,0
Goa,2001,0,0
Gujarat,2001,0,0
Haryana,2001,0,0
Himachal Pradesh,2001,0,0
Jammu & Kashmir,2001,0,0
Jharkhand,2001,0,12
Karnataka,2001,0,0
Kerala,2001,0,0
Lakshadweep,2001,0,0
Madhya Pradesh,2001,0,0
Maharashtra,2001,0,1
Manipur,2001,0,0
Meghalaya,2001,0,0
Mizoram,2001,0,0
Nagaland,2001,0,0
Odisha,2001,0,2
Puducherry,2001,0,0
Punjab,2001,0,0
Rajasthan,2001,0,1
Sikkim,2001,0,0
Tamil Nadu,2001,0,13
Tripura,2001,0,0
Uttar Pradesh,2001,0,0
Uttarakhand,2001,0,9
West Bengal,2001,0,3
Andaman & Nicobar Islands,2002,0,0
Andhra Pradesh,2002,0,3
Arunachal Pradesh,2002,0,0
Assam,2002,0,0
Bihar,2002,0,90
Chandigarh,2002,0,0
Chhattisgarh,2002,0,0
Dadra & Nagar Haveli,2002,0,0
Daman & Diu,2002,0,0
Delhi,2002,0,0
Goa,2002,0,0
Gujarat,2002,0,0
Haryana,2002,0,0
Himachal Pradesh,2002,0,0
Jammu & Kashmir,2002,0,0
Jharkhand,2002,0,38
Karnataka,2002,0,0
Kerala,2002,0,0
Lakshadweep,2002,0,0
Madhya Pradesh,2002,0,0
Maharashtra,2002,0,1
Manipur,2002,0,0
Meghalaya,2002,0,0
Mizoram,2002,0,0
Nagaland,2002,0,0
Odisha,2002,0,2
Puducherry,2002,0,0
Punjab,2002,0,0
Rajasthan,2002,0,1
Sikkim,2002,0,0
Tamil Nadu,2002,0,4
Tripura,2002,0,0
Uttar Pradesh,2002,0,0
Uttarakhand,2002,0,1
West Bengal,2002,0,4
Andaman & Nicobar Islands,2003,0,0
Andhra Pradesh,2003,0,8
Arunachal Pradesh,2003,0,0
Assam,2003,0,0
Bihar,2003,0,123
Chandigarh,2003,0,0
Chhattisgarh,2003,0,0
Dadra & Nagar Haveli,2003,0,0
Daman & Diu,2003,0,0
Delhi,2003,0,0
Goa,2003,0,0
Gujarat,2003,0,0
Haryana,2003,0,0
Himachal Pradesh,2003,0,0
Jammu & Kashmir,2003,0,0
Jharkhand,2003,0,8
Karnataka,2003,0,0
Kerala,2003,0,0
Lakshadweep,2003,0,0
Madhya Pradesh,2003,0,0
Maharashtra,2003,0,0
Manipur,2003,0,0
Meghalaya,2003,0,0
Mizoram,2003,0,0
Nagaland,2003,0,0
Odisha,2003,0,2
Puducherry,2003,0,0
Punjab,2003,0,0
Rajasthan,2003,0,1
Sikkim,2003,0,0
Tamil Nadu,2003,0,0
Tripura,2003,0,0
Uttar Pradesh,2003,0,0
Uttarakhand,2003,0,0
West Bengal,2003,0,4
Andaman & Nicobar Islands,2004,0,0
Andhra Pradesh,2004,0,7
Arunachal Pradesh,2004,0,0
Assam,2004,0,0
Bihar,2004,0,150
Chandigarh,2004,0,0
Chhattisgarh,2004,0,0
Dadra & Nagar Haveli,2004,0,0
Daman & Diu,2004,0,0
Delhi,2004,0,0
Goa,2004,0,0
Gujarat,2004,0,0
Haryana,2004,0,0
Himachal Pradesh,2004,0,0
Jammu & Kashmir,2004,0,0
Jharkhand,2004,0,8
Karnataka,2004,0,0
Kerala,2004,0,0
Lakshadweep,2004,0,0
Madhya Pradesh,2004,0,0
Maharashtra,2004,0,0
Manipur,2004,0,0
Meghalaya,2004,0,0
Mizoram,2004,0,0
Nagaland,2004,0,1
Odisha,2004,0,2
Puducherry,2004,0,0
Punjab,2004,0,0
Rajasthan,2004,0,2
Sikkim,2004,0,0
Tamil Nadu,2004,0,0
Tripura,2004,0,0
Uttar Pradesh,2004,0,2
Uttarakhand,2004,0,0
West Bengal,2004,0,5
Andaman & Nicobar Islands,2005,0,0
Andhra Pradesh,2005,0,4
Arunachal Pradesh,2005,0,0
Assam,2005,0,3
Bihar,2005,0,186
Chandigarh,2005,0,0
Chhattisgarh,2005,0,0
Dadra & Nagar Haveli,2005,0,0
Daman & Diu,2005,0,0
Delhi,2005,0,0
Goa,2005,0,0
Gujarat,2005,0,0
Haryana,2005,0,0
Himachal Pradesh,2005,0,0
Jammu & Kashmir,2005,0,0
Jharkhand,2005,0,9
Karnataka,2005,0,0
Kerala,2005,0,0
Lakshadweep,2005,0,0
Madhya Pradesh,2005,0,3
Maharashtra,2005,0,0
Manipur,2005,0,0
Meghalaya,2005,0,0
Mizoram,2005,0,0
Nagaland,2005,0,0
Odisha,2005,0,0
Puducherry,2005,0,0
Punjab,2005,0,0
Rajasthan,2005,0,1
Sikkim,2005,0,0
Tamil Nadu,2005,0,0
Tripura,2005,0,0
Uttar Pradesh,2005,0,2
Uttarakhand,2005,0,0
West Bengal,2005,0,6
Andaman & Nicobar Islands,2006,0,0
Andhra Pradesh,2006,0,3
Arunachal Pradesh,2006,0,0
Assam,2006,0,3
Bihar,2006,0,205
Chandigarh,2006,0,0
Chhattisgarh,2006,0,1
Dadra & Nagar Haveli,2006,0,0
Daman & Diu,2006,0,0
Delhi,2006,0,0
Goa,2006,0,0
Gujarat,2006,0,0
Haryana,2006,0,0
Himachal Pradesh,2006,0,0
Jammu & Kashmir,2006,0,0
Jharkhand,2006,0,8
Karnataka,2006,0,0
Kerala,2006,0,0
Lakshadweep,2006,0,0
Madhya Pradesh,2006,0,3
Maharashtra,2006,0,1
Manipur,2006,0,0
Meghalaya,2006,0,0
Mizoram,2006,0,0
Nagaland,2006,0,0
Odisha,2006,0,0
Puducherry,2006,0,0
Punjab,2006,0,0
Rajasthan,2006,0,3
Sikkim,2006,0,0
Tamil Nadu,2006,0,0
Tripura,2006,0,0
Uttar Pradesh,2006,0,0
Uttarakhand,2006,0,0
West Bengal,2006,0,16
Andaman & Nicobar Islands,2007,0,0
Andhra Pradesh,2007,0,1
Arunachal Pradesh,2007,0,0
Assam,2007,0,3
Bihar,2007,0,234
Chandigarh,2007,0,0
Chhattisgarh,2007,0,1
Dadra & Nagar Haveli,2007,0,0
Daman & Diu,2007,0,0
Delhi,2007,0,0
Goa,2007,0,0
Gujarat,2007,0,0
Haryana,2007,0,0
Himachal Pradesh,2007,0,0
Jammu & Kashmir,2007,0,0
Jharkhand,2007,0,8
Karnataka,2007,0,0
Kerala,2007,0,0
